Page URL,Data added,Name,URL
https://www.notion.so/2510553b8f35451aa9b970aeacba66d3,"""2023-12-19T14:08:00.000Z""",Fine-tuning protein language models boosts predictions across diverse tasks | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2023.12.13.571462v1"""
https://www.notion.so/85cdc88682404821a9548150a6a0b83e,"""2023-12-13T13:10:00.000Z""",Design and engineering of artificial biosynthetic pathways—where do we stand and where do we go? - Sokolova - 2023 - FEBS Letters - Wiley Online Library,"""https://febs.onlinelibrary.wiley.com/doi/10.1002/1873-3468.14745"""
https://www.notion.so/58170c5069fe478484a9028dc745e542,"""2023-11-26T18:36:00.000Z""",Machine Learning Generation of Dynamic Protein Conformational Ensembles,"""https://www.mdpi.com/1420-3049/28/10/4047"""
https://www.notion.so/973d5998360245bbb6cb2cc20a6132d2,"""2023-11-23T09:32:00.000Z""","Colabfold predicts alternative protein structures from single sequences, coevolution unnecessary for AF-cluster | bioRxiv","""https://www.biorxiv.org/content/10.1101/2023.11.21.567977v1"""
https://www.notion.so/eabe506f2e22435798dbc3829693b097,"""2023-10-27T11:29:00.000Z""",Searching similar local 3D micro-environments in protein structure databases with MicroMiner | Briefings in Bioinformatics | Oxford Academic,"""https://academic.oup.com/bib/article-abstract/24/6/bbad357/7311328?redirectedFrom=PDF"""
https://www.notion.so/97e7ca7735fe435b9f1871f2b3004fd0,"""2023-10-27T11:15:00.000Z""",Protein–protein contact prediction by geometric triangle-aware protein language models,"""https://www.nature.com/articles/s42256-023-00741-2?s=09"""
https://www.notion.so/8ef9a6a73d154c4383da5b7be7fc00a6,"""2023-10-24T09:33:00.000Z""",IET Digital Library: Engineering novel synthetic biological systems,"""https://digital-library.theiet.org/content/journals/10.1049/iet-stb_20060004"""
https://www.notion.so/80dc457447dd4b5ba36cfb7db4f989ad,"""2023-10-19T21:06:00.000Z""",GUANinE v0.9: Benchmark Datasets for Genomic AI Sequence-to-Function Models | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2023.10.12.562113v1"""
https://www.notion.so/8731c16cd9114200bb661d7c5a4b0155,"""2023-10-19T21:04:00.000Z""","Development of novel thiazolidine-2,4-dione derivatives as PPAR-γ agonists through design, synthesis, computational docking, MD simulation, and comprehensive in vitro and in vivo evaluation - RSC Medicinal Chemistry (RSC Publishing)","""https://pubs.rsc.org/en/content/articlelanding/2023/MD/D3MD00273J"""
https://www.notion.so/8c49c80297d94ae19f287bac9cdd81ad,"""2023-10-18T20:35:00.000Z""",Symplectic encoders for physics-constrained variational dynamics inference | Scientific Reports,"""https://www.nature.com/articles/s41598-023-29186-8"""
https://www.notion.so/072731d7d68a4b3e928c610407c9118b,"""2023-10-18T20:34:00.000Z""",Coarse-graining auto-encoders for molecular dynamics | npj Computational Materials,"""https://www.nature.com/articles/s41524-019-0261-5"""
https://www.notion.so/de789c21f4024ac9becbab7ec763ac7c,"""2023-10-18T20:11:00.000Z""",AlphaFold2 and Deep Learning for Elucidating Enzyme Conformational Flexibility and Its Application for Design | JACS Au,"""https://pubs.acs.org/doi/10.1021/jacsau.3c00188"""
https://www.notion.so/fc211aa59f8d4721a54b470ee6e1db2f,"""2023-10-16T08:36:00.000Z""",GENA-LM: A Family of Open-Source Foundational Models for Long DNA Sequences | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2023.06.12.544594v1"""
https://www.notion.so/4f11e24c28fd4e2296a7d7d85cef3525,"""2023-10-16T08:33:00.000Z""",GPN-MSA: an alignment-based DNA language model for genome-wide variant effect prediction | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2023.10.10.561776v1"""
https://www.notion.so/a35d52572c374b25b48675c00acde2ba,"""2023-10-16T08:32:00.000Z""",[2310.07644] Rethinking the BERT-like Pretraining for DNA Sequences,"""https://arxiv.org/abs/2310.07644"""
https://www.notion.so/53300db6be354a16a02fe4d6f9038fc1,"""2023-10-14T00:46:00.000Z""",Harmonic Self-Conditioned Flow Matching for Multi-Ligand Docking and Binding Site Design,"""https://arxiv.org/abs/2310.05764"""
https://www.notion.so/989bbbe5d4a74ba3bd9eabfacc711b6d,"""2023-10-09T19:01:00.000Z""",Implicit Transfer Operator Learning: Multiple Time-Resolution Surrogates for Molecular Dynamics,"""https://arxiv.org/abs/2305.18046"""
https://www.notion.so/ef0f83f8fc664f05a931a46cbbe25c17,"""2023-10-08T00:58:00.000Z""",SE(3)-Stochastic Flow Matching for Protein Backbone Generation,"""https://arxiv.org/abs/2310.02391"""
https://www.notion.so/1432865492b0401fb1e61a377497678e,"""2023-10-05T16:51:00.000Z""","AACR Project GENIE: 100,000 Cases and Beyond","""https://pubmed.ncbi.nlm.nih.gov/35819403/"""
https://www.notion.so/39b39884eaa742f9835b22e94e7fb445,"""2023-10-03T01:07:00.000Z""",Designing losses for data-free training of normalizing flows on Boltzmann distributions,"""https://arxiv.org/abs/2301.05475"""
https://www.notion.so/24db58d0ad4742319356a3f4017ecb01,"""2023-09-28T10:46:00.000Z""",Using EzMechanism to Unravel the Mysteries of Enzyme Catalysis,"""https://cbirt.net/using-ezmechanism-to-unravel-the-mysteries-of-enzyme-catalysis/"""
https://www.notion.so/d3407563b635437db3a4fa503990040f,"""2023-09-27T15:37:00.000Z""",Machine learning coarse-grained potentials of protein thermodynamics,"""https://www.nature.com/articles/s41467-023-41343-1"""
https://www.notion.so/4c9a9ad16ab24c5b8919209f263434d9,"""2023-09-26T09:37:00.000Z""","Nanopore sequencing of DNA-barcoded probes for highly multiplexed detection of microRNA, proteins and small biomarkers","""https://www.nature.com/articles/s41565-023-01479-z"""
https://www.notion.so/3238388069c946c7a40bb081843fab06,"""2023-09-24T12:19:00.000Z""",Computational design of sequence-specific DNA-binding proteins,"""https://www.biorxiv.org/content/10.1101/2023.09.20.558720v1"""
https://www.notion.so/634ee17489ba475a83e1fdcc5087859a,"""2023-09-23T23:22:00.000Z""",Synthon-based ligand discovery in virtual libraries of over 11 billion compounds | Nature,"""https://www.nature.com/articles/s41586-021-04220-9"""
https://www.notion.so/5547ff79d83f4cd788b09d7dd0db1ec2,"""2023-09-23T23:13:00.000Z""",Allosteric Modulation as a Unifying Mechanism for... - Google Scholar,"""https://scholar.google.it/scholar?q=Allosteric+Modulation+as+a+Unifying+Mechanism+for+Receptor+Function+and+Regulation&hl=en&as_sdt=0&as_vis=1&oi=scholart#d=gs_qabs&t=1695510813070&u=%23p%3DNwvNUonmvNkJ"""
https://www.notion.so/5b27091da93443b281e10c03fab0bba3,"""2023-09-23T21:18:00.000Z""",Is Target-Based Drug Discovery Efficient? Discovery and “Off-Target” Mechanisms of All Drugs | Journal of Medicinal Chemistry,"""https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.2c01737"""
https://www.notion.so/1157bfbaf6b94b47ab76ab63c29f0f69,"""2023-09-22T17:09:00.000Z""",Computing allostery: from the understanding of biomolecular regulation and the discovery of cryptic sites to molecular design - ScienceDirect,"""https://www.sciencedirect.com/science/article/pii/S0959440X23001768"""
https://www.notion.so/221e2407ba9c438f97d84d1ce0cdb96e,"""2023-09-22T12:23:00.000Z""",Cross-modality and self-supervised protein embedding for compound–protein affinity and contact prediction | Bioinformatics | Oxford Academic,"""https://academic.oup.com/bioinformatics/article/38/Supplement_2/ii68/6702011?login=false#401890580"""
https://www.notion.so/095490e8de6c4065b6273b23903f12ac,"""2023-09-22T12:21:00.000Z""","A review on compound-protein interaction prediction methods: Data, format, representation and model - ScienceDirect","""https://www.sciencedirect.com/science/article/pii/S2001037021000763"""
https://www.notion.so/94ee9f66dd5b4648a8c3651087ae5242,"""2023-09-21T21:38:00.000Z""",Prediction and design of protease enzyme specificity using a structure-aware graph convolutional network | PNAS,"""https://www.pnas.org/doi/10.1073/pnas.2303590120"""
https://www.notion.so/6f29ad6605d54155a2b7067618ca7af6,"""2023-09-21T07:35:00.000Z""","A probabilistic view of protein stability, conformational specificity, and design | Scientific Reports","""https://www.nature.com/articles/s41598-023-42032-1"""
https://www.notion.so/9756f2265c194d51951926b6385d3161,"""2023-09-20T10:12:00.000Z""","Integrating glycolysis, citric acid cycle, pentose phosphate pathway, and fatty acid beta-oxidation into a single computational model | Scientific Reports","""https://www.nature.com/articles/s41598-023-41765-3#Tab3"""
https://www.notion.so/98c578e047244871b2429e6bfb56a5d2,"""2023-09-18T22:40:00.000Z""",Mapping protein dynamics at high spatial resolution with temperature-jump X-ray crystallography,"""https://www.nature.com/articles/s41557-023-01329-4"""
https://www.notion.so/3b7ef725113441aab9ce0a5ee58162c9,"""2023-09-18T21:14:00.000Z""",Towards Predicting Equilibrium Distributions for Molecular Systems with Deep Learning,"""https://arxiv.org/abs/2306.05445"""
https://www.notion.so/b6486f0263214b3f8b00a94f196ed440,"""2023-09-17T21:36:00.000Z""",Benchmarking Cross-Docking Strategies for Structure-Informed Machine Learning in Kinase Drug Discovery,"""https://www.biorxiv.org/content/10.1101/2023.09.11.557138v1"""
https://www.notion.so/7b6e098fbb6a470eaf8d8bab77079419,"""2023-09-13T10:56:00.000Z""",Modeling conformational states of proteins with AlphaFold - ScienceDirect,"""https://www.sciencedirect.com/science/article/pii/S0959440X23001197#bib69"""
https://www.notion.so/b05d1839e46e430b8d539b084885fa5f,"""2023-09-12T15:25:00.000Z""",Protein Ensemble Generation through Variational Autoencoder Latent Space Sampling | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2023.08.01.551540v1"""
https://www.notion.so/e2f0762ddc8b4ff89571e209e7b357f9,"""2023-09-12T11:58:00.000Z""",AF2Complex predicts direct physical interactions in multimeric proteins with deep learning | Nature Communications,"""https://www.nature.com/articles/s41467-022-29394-2#further-reading"""
https://www.notion.so/4dad30452af540b29bdf36ffbc2e5b8a,"""2023-09-12T11:57:00.000Z""",Does AlphaFold2 model proteins’ intracellular conformations? An experimental test using cross-linking mass spectrometry of endogenous ciliary proteins | Communications Biology,"""https://www.nature.com/articles/s42003-023-04773-7"""
https://www.notion.so/c9f96ce75f494f4a94b9ebc30ed921db,"""2023-09-07T16:18:00.000Z""","Deep Learning for Protein Peptide binding Prediction: Incorporating Sequence, Structural and Language Model Features | bioRxiv","""https://www.biorxiv.org/content/10.1101/2023.09.02.556055v1"""
https://www.notion.so/814fc15a3e43464fb63c5a5646b32e50,"""2023-09-07T16:17:00.000Z""",Journal of Open Source Software: Molearn: a Python package streamlining the design of generative models of biomolecular dynamics,"""https://joss.theoj.org/papers/10.21105/joss.05523"""
https://www.notion.so/8159433d3ba74563916b5e1471a7a3a3,"""2023-09-06T09:31:00.000Z""",Self-supervised deep learning for highly efficient spatial immunophenotyping,"""https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(23)00335-3/fulltext"""
https://www.notion.so/44594464a76843aeb61f9b39936a0c5d,"""2023-09-02T10:45:00.000Z""",Watching a Protein as it Functions with 150-ps Time-Resolved X-ray Crystallography,"""https://www.science.org/doi/abs/10.1126/science.1078797"""
https://www.notion.so/7d16e1854a7441208e31b49530acc6c1,"""2023-08-28T07:49:00.000Z""",Leakage and reproducibility crisis ,"""https://www.linkedin.com/posts/franciscoazuaje_leakage-and-the-reproducibility-crisis-in-activity-7100375984410877952-ZIxm?utm_source=share&utm_medium=member_android"""
https://www.notion.so/574ff4597fd742b2aac098faf3ee1ad3,"""2023-08-24T08:21:00.000Z""",Atom-by-atom protein generation and beyond with language models,"""https://cbirt.net/ais-quantum-leap-into-bioengineering-unleashing-language-models-in-atom-by-atom-protein-generation/"""
https://www.notion.so/150bbf9f8095444abb28774d8c8ff44f,"""2023-08-24T07:17:00.000Z""",A multimodal Transformer Network for protein-small molecule interactions enhances drug-target affinity and enzyme-substrate predictions,"""https://www.biorxiv.org/content/10.1101/2023.08.21.554147v1"""
https://www.notion.so/f6781a94db3b4f3fac3df4eab2a7e407,"""2023-08-23T12:57:00.000Z""",Modeling islet enhancers using deep learning identifies candidate causal variants at loci associated with T2D and glycemic traits | PNAS,"""https://www.pnas.org/doi/10.1073/pnas.2206612120"""
https://www.notion.so/a75b4817a507476fbd5cb0219c2dc8bf,"""2023-08-20T13:43:00.000Z""",Towards Predicting Equilibrium Distributions for Molecular Systems with Deep Learning,"""https://arxiv.org/abs/2306.05445"""
https://www.notion.so/41907f9eb35e46a697da91b1c474e45b,"""2023-08-20T11:38:00.000Z""",Genomic language model predicts protein co-regulation and function,"""https://www.biorxiv.org/content/10.1101/2023.04.07.536042v2.abstract"""
https://www.notion.so/62dbdfbf485e48aa8f7dc9fdca77e7aa,"""2023-08-20T11:38:00.000Z""",Artificial intelligence in clinical and genomic diagnostics - Genome Medicine,"""https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-019-0689-8"""
https://www.notion.so/0f6c5b96aba34714893130d4c7f5729e,"""2023-08-20T11:37:00.000Z""","Deep sequencing of 10,000 human genomes | Proceedings of the National Academy of Sciences","""https://www.pnas.org/doi/10.1073/pnas.1613365113"""
https://www.notion.so/b032f64868744bf584c50a19b66a87b8,"""2023-08-17T07:57:00.000Z""",How can the protein design community best support biologists who want to harness AI tools for protein structure prediction and design?: Cell Systems,"""https://www.cell.com/cell-systems/fulltext/S2405-4712(23)00212-0?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405471223002120%3Fshowall%3Dtrue"""
https://www.notion.so/3ee89eff49304b7092117324034d1e10,"""2023-08-07T12:30:00.000Z""",Scientific discovery in the age of artificial intelligence,"""https://rdcu.be/dinBA"""
https://www.notion.so/397e7defb9a84bd088279bef526d8cf4,"""2023-07-30T17:21:00.000Z""",Incorporating Machine Learning into Established Bioinformatics Frameworks,"""https://www.mdpi.com/1422-0067/22/6/2903"""
https://www.notion.so/bb6497c541e9452885d41768f16107ac,"""2023-07-21T17:37:00.000Z""",Not all exons are protein coding: Addressing a common misconception,"""https://www.sciencedirect.com/science/article/pii/S2666979X23000629#fig1"""
https://www.notion.so/ca9a8b8715174034a5aa71fac361bb1d,"""2023-07-11T17:07:00.000Z""",Fluid protein fold space and its implications,"""https://onlinelibrary.wiley.com/doi/10.1002/bies.202300057?s=09"""
https://www.notion.so/c3ac97051332489a8635e9f5dd7d3c9b,"""2023-07-03T20:04:00.000Z""",A functional analysis of 180 cancer cell lines reveals conserved intrinsic metabolic programs | Molecular Systems Biology,"""https://www.embopress.org/doi/full/10.15252/msb.202211033"""
https://www.notion.so/e188a81fe7914254a78082fd3e9ad1a8,"""2023-07-03T15:36:00.000Z""",Making it Rain: Cloud-Based Molecular Simulations for Everyone | Journal of Chemical Information and Modeling,"""https://pubs.acs.org/doi/10.1021/acs.jcim.1c00998"""
https://www.notion.so/7056a6c31eb143118bf42596f2049cfa,"""2023-07-03T15:31:00.000Z""",Impact of human gene annotations on RNA-seq differential expression analysis | BMC Genomics | Full Text,"""https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-08038-7"""
https://www.notion.so/119367accdb7468e883218b721613b54,"""2023-07-03T15:19:00.000Z""",Effective gene expression prediction from sequence by integrating long-range interactions | Nature Methods,"""https://www.nature.com/articles/s41592-021-01252-x"""
https://www.notion.so/9ed929e186e141e68a4db3b65ed9f037,"""2023-07-01T19:10:00.000Z""",Artificial Intelligence in Molecular Medicine,"""https://www.nejm.org/doi/full/10.1056/NEJMra2204787"""
https://www.notion.so/de4a0a8698614d9db7bcbb80def3a4f1,"""2023-06-14T19:00:00.000Z""",[2305.11917] Interpretable neural architecture search and transfer learning for understanding sequence dependent enzymatic reactions,"""https://arxiv.org/abs/2305.11917"""
https://www.notion.so/0d7bbd3ef7cf44018e8589353519c6cb,"""2023-06-12T09:32:00.000Z""",Robust deep learning based protein sequence design using ProteinMPNN,"""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9997061/"""
https://www.notion.so/3548a7b7750a47c1b3532968d15cb332,"""2023-06-12T09:30:00.000Z""",Design of protein-binding proteins from the target structure alone | Nature,"""https://www.nature.com/articles/s41586-022-04654-9"""
https://www.notion.so/010bf145336f47ab82b97961dbc24ff8,"""2023-06-05T06:58:00.000Z""",GWAS catalog,"""https://www.ebi.ac.uk/gwas/"""
https://www.notion.so/47e29c9c231c46c08a677b479e0cd6d0,"""2023-06-01T06:56:00.000Z""",,"""https://www.nature.com/articles/s41588-022-01048-5"""
https://www.notion.so/53d876c20bee456fa86a988e4bd1b49d,"""2023-06-01T06:54:00.000Z""",Transfer learning enables predictions in network biology,"""http://nature.com/articles/s41586-023-06139-9"""
https://www.notion.so/e4ad89d4df39425f80b26c7352790fe0,"""2023-05-31T16:25:00.000Z""","Exome sequencing and analysis of 454,787 UK Biobank participants | Nature","""https://www.nature.com/articles/s41586-021-04103-z#MOESM5"""
https://www.notion.so/cba6e02151af4e2bafc90f6274d5647e,"""2023-05-22T21:20:00.000Z""",Human disease models in drug development,"""https://go.nature.com/42MlaWd"""
https://www.notion.so/a725a460cea049a98f813af4d252778c,"""2023-05-15T09:53:00.000Z""",Human disease models in drug development | Nature Reviews Bioengineering,"""https://www.nature.com/articles/s44222-023-00063-3"""
https://www.notion.so/b4814a1eb4b54d35872f18820bf07e93,"""2023-05-15T09:51:00.000Z""",[2305.01582] Interpretable Machine Learning for Science with PySR and SymbolicRegression.jl,"""https://arxiv.org/abs/2305.01582"""
https://www.notion.so/6edb67f3d08948a287b05e5186ffec1a,"""2023-05-12T19:12:00.000Z""",Precise Protein-Ligand-Binding Site Mapping with ‘SiteRadar’: A Graph Machine Learning Algorithm,"""https://cbirt.net/precise-protein-ligand-binding-site-mapping-with-siteradar-a-graph-machine-learning-algorithm/"""
https://www.notion.so/f2a839a17f4a4d88b9e805b1c796326e,"""2023-05-11T09:34:00.000Z""",A draft human pangenome reference | Nature,"""https://www.nature.com/articles/s41586-023-05896-x#data-availability"""
https://www.notion.so/0db586a828cb4ccda6fda1d0f042c919,"""2023-05-06T21:22:00.000Z""",Improving de novo protein binder design with deep learning,"""https://www.nature.com/articles/s41467-023-38328-5"""
https://www.notion.so/96027cd440084e43bfdb4555efa1392b,"""2023-05-05T14:19:00.000Z""",Score-based generative modeling for de novo protein design,"""https://www.nature.com/articles/s43588-023-00440-3"""
https://www.notion.so/0f16a56d3795429ab5dc6dec2ec584a3,"""2023-04-18T09:54:00.000Z""",[2304.05187] Automatic Gradient Descent: Deep Learning without Hyperparameters,"""https://arxiv.org/abs/2304.05187"""
https://www.notion.so/038bf2740cdf4fcbb32e7cb2853a1a03,"""2023-04-16T21:40:00.000Z""",Does AlphaFold2 model proteins’ intracellular conformations? An experimental test using cross-linking mass spectrometry of endogenous ciliary proteins | Communications Biology,"""https://www.nature.com/articles/s42003-023-04773-7"""
https://www.notion.so/4e01fb2932964d9d9fbc8bb2d45fb7c5,"""2023-04-09T10:32:00.000Z""",High-resolution de novo structure prediction from primary sequence | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.07.21.500999v1"""
https://www.notion.so/8ee850c249fc405aab03c23baca477fa,"""2023-04-08T21:41:00.000Z""",[2210.02414] GLM-130B: An Open Bilingual Pre-trained Model,"""https://arxiv.org/abs/2210.02414"""
https://www.notion.so/020f34e5d66547aa847921527ae9bab2,"""2023-04-07T22:20:00.000Z""",DELLA proteins could hold key to the next Green Revolution,"""https://phys.org/news/2023-04-della-proteins-key-green-revolution.html"""
https://www.notion.so/e43786dfc17e40c49bc094d9d74e1205,"""2023-04-07T09:55:00.000Z""",IJMS | Free Full-Text | Enhancing Conformational Sampling for Intrinsically Disordered and Ordered Proteins by Variational Autoencoder,"""https://www.mdpi.com/1422-0067/24/8/6896/html"""
https://www.notion.so/65f7b13f2f68488c9f03c9c73b3ee2e5,"""2023-04-07T09:43:00.000Z""",Learning Gradient Fields for Molecular Conformation Generation,"""https://arxiv.org/abs/2105.03902"""
https://www.notion.so/d6b4d8faa3da459f98a7766d4d3b3150,"""2023-04-07T08:19:00.000Z""","A Survey on Graph Diffusion Models: Generative AI in Science for Molecule, Protein and Material","""https://arxiv.org/abs/2304.01565"""
https://www.notion.so/6dc3afd067b441cdb2503cd71e554989,"""2023-04-06T13:17:00.000Z""",Broadly applicable and accurate protein design by integrating structure prediction networks and diffusion generative models | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.12.09.519842v2.full"""
https://www.notion.so/15a0169a6c8a45a2ab1c2aff0d2a3ff2,"""2023-04-06T10:11:00.000Z""",Enzyme function prediction using contrastive learning,"""https://www.science.org/doi/10.1126/science.adf2465"""
https://www.notion.so/49015a5f00034a1ea6f5c471752a4aa4,"""2023-04-05T12:20:00.000Z""",LAST: Latent Space-Assisted Adaptive Sampling for Protein Trajectories | Journal of Chemical Information and Modeling,"""https://pubs.acs.org/doi/10.1021/acs.jcim.2c01213"""
https://www.notion.so/66938fa314e74022a7286783813af681,"""2023-04-05T12:20:00.000Z""",Machine Learning-Based Approaches for Protein Conformational Exploration | SpringerLink,"""https://link.springer.com/chapter/10.1007/978-3-031-05914-8_3"""
